"Month","Type","Number","Title","Type2","URL"
1994-08-31,"Law","Ley 16531","DENOMINACION DE ESCUELA RURAL N° 7. PUEBLO ANDRESITO. FLORES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16531-1994"
1994-08-31,"Law","Ley 16530","DENOMINACION DE SUBCENTRO DE SALUD. TRANQUERAS. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16530-1994"
1994-08-31,"Law","Ley 16529","PROCESOS JUDICIALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16529-1994"
1994-08-31,"Law","Ley 16528","EMPLEADOS PRIVADOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16528-1994"
1994-08-31,"Law","Ley 16527","DENOMINACION DE ESCUELA PUBLICA N° 24. MALDONADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16527-1994"
1994-08-31,"Law","Ley 16526","DENOMINACION DE LICEO PUBLICO. CIUDAD DE JOSE PEDRO VARELA. LAVALLEJA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16526-1994"
1994-09-30,"Law","Ley 16585","CREACION Y DETERMINACION DE COMETIDOS DE LA COMISION NACIONAL DE PREVENCION Y CONTROL DE ACCIDENTES DE TRANSITO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16585-1994"
1994-09-30,"Law","Ley 16584","LEY DE ELECCIONES. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16584-1994"
1994-09-30,"Law","Ley 16583","APROBACION DE ACUERDO INTERNACIONAL SOBRE RELACIONES INSTITUCIONALES, PRIVILEGIOS E INMUNIDADES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16583-1994"
1994-09-30,"Law","Ley 16582","APROBACION DE ACUERDO INTERNACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16582-1994"
1994-09-30,"Law","Ley 16581","APROBACION DE ACUERDO INTERNACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16581-1994"
1994-09-30,"Law","Ley 16580","APROBACION DE ACUERDO INTERNACIONAL - PROTECCION DE LAS OBTENCIONES VEGETALES 1961","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16580-1994"
1994-09-30,"Law","Ley 16579","APROBACION DE ACUERDO INTERNACIONAL - ESTUPEFACIENTES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16579-1994"
1994-09-30,"Law","Ley 16578","FUERZA AEREA URUGUAYA - FUERZA AEREA DE LOS ESTADOS UNIDOS DE AMERICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16578-1994"
1994-09-30,"Law","Ley 16577","DENOMINACION DE ESCUELA RURAL N° 23. COSTA DE PANDO. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16577-1994"
1994-09-30,"Law","Ley 16576","DENOMINACION DE RUTAS NACIONALES. RUTA 45","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16576-1994"
1994-09-30,"Law","Ley 16575","PROPIEDAD HORIZONTAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16575-1994"
1994-09-30,"Law","Ley 16574","RESIDENCIAS MEDICAS HOSPITALARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16574-1994"
1994-09-30,"Law","Ley 16573","SEGURIDAD SOCIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16573-1994"
1994-09-30,"Law","Ley 16572","DENOMINACION DE ESCUELA PUBLICA. Nº 5. TOMAS GOMENSORO. ARTIGAS, Nº 99. ISIDORO NOBLIA. CERRO LARGO, Nº 98 REAL DE SAN CARLOS. COLONIA, Nº 81. 
DURAZNO, Nº 13. GRANJA DE PUNTAS DEL SAUCE. FLORES, Nº 108. CORRALON DEL
TIGRE. FLORIDA, Nº 54. MINAS. LAVALLEJA, Nº 56. VILLA DELIA. MALDONADO, 
Nº 3. PAYSANDU, Nº 109. RIVERA, Nº 3. LASCANO. ROCHA, Nº 95. SALTO. Nº 
80. RINCON DEL PINO. SAN JOSE, Nº 58. DOLORES. SORIANO Y Nº 144. 
TACUAREMBO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16572-1994"
1994-09-30,"Law","Ley 16571","ARMADA NACIONAL - PUERTOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16571-1994"
1994-09-30,"Law","Ley 16570","ARMADA NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16570-1994"
1994-09-30,"Law","Ley 16569","GOBIERNOS DEPARTAMENTALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16569-1994"
1994-10-31,"Law","Ley 16618","DEPORTES - JUEGOS DE AZAR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16618-1994"
1994-10-31,"Law","Ley 16617","DENOMINACION DE ESCUELA PUBLICA N° 44. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16617-1994"
1994-10-31,"Law","Ley 16616","ESTADISTICA NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16616-1994"
1994-10-31,"Law","Ley 16615","APROBACION DE ACUERDO INTERNACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16615-1994"
1994-10-31,"Law","Ley 16614","TECNOLOGOS MEDICOS. TITULO HABILITANTE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16614-1994"
1994-10-31,"Law","Ley 16613","AUTORIZACION XV VIAJE DE INSTRUCCION DEL CAPITAN MIRANDA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16613-1994"
1994-10-31,"Law","Ley 16612","OTORGAMIENTO DE PENSION GRACIABLE. ISABEL GIMENEZ GOMEZ DE VISCA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16612-1994"
1994-10-31,"Law","Ley 16611","OTORGAMIENTO DE PENSION GRACIABLE. MAESTRO RUBEN LENA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16611-1994"
1994-10-31,"Law","Ley 16610","CIUDAD DE LA COSTA. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16610-1994"
1994-10-31,"Law","Ley 16609","MUSEOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16609-1994"
1994-10-31,"Law","Ley 16608","CIUDAD DE PASO CARRASCO. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16608-1994"
1994-10-31,"Law","Ley 16607","APROBACION DE ACUERDO INTERNACIONAL - COOPERACION CULTURAL Y EDUCATIVA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16607-1994"
1994-10-31,"Law","Ley 16606","DENOMINACION DE ESCUELA PUBLICA N° 144. CIUDAD DE RIO BRANCO. CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16606-1994"
1994-10-31,"Law","Ley 16605","DENOMINACION DE ESCUELA PUBLICA N° 92. CARMELO. COLONIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16605-1994"
1994-10-31,"Law","Ley 16604","DENOMINACION DE ESCUELA PUBLICA N° 148. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16604-1994"
1994-10-31,"Law","Ley 16603","MODIFICACION AL CODIGO CIVIL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16603-1994"
1994-10-31,"Law","Ley 16602","DENOMINACION DE ESCUELA PUBLICA N° 274. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16602-1994"
1994-10-31,"Law","Ley 16601","CENTROS POBLADOS. TERRENOS INUNDABLES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16601-1994"
1994-10-31,"Law","Ley 16600","DENOMINACION DE ESCUELA RURAL N° 75. PARAJE ARROYO SAUZAL. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16600-1994"
1994-10-31,"Law","Ley 16599","APROBACION DE ACUERDO INTERNACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16599-1994"
1994-10-31,"Law","Ley 16598","APROBACION DE ACUERDO INTERNACIONAL - INVERSIONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16598-1994"
1994-10-31,"Law","Ley 16597","APROBACION DE ACUERDO INTERNACIONAL - MEDIO AMBIENTE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16597-1994"
1994-10-31,"Law","Ley 16596","APROBACION DE ACUERDO INTERNACIONAL - COOPERACION TECNICA Y CIENTIFICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16596-1994"
1994-10-31,"Law","Ley 16595","PUERTOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16595-1994"
1994-10-31,"Law","Ley 16594","INTERES NACIONAL - TURISMO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16594-1994"
1994-10-31,"Law","Ley 16593","INTERES NACIONAL - TURISMO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16593-1994"
1994-10-31,"Law","Ley 16592","LEY DE PROTECCION INTEGRAL A LAS PERSONAS DISCAPACITADAS. INTERPRETACIONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16592-1994"
1994-10-31,"Law","Ley 16591","RENDICION DE CUENTAS Y BALANCE DE EJECUCION PRESUPUESTAL. EJERCICIO 1993","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16591-1994"
1994-10-31,"Law","Ley 16590","PUEBLO RINCON DEL PINO. SAN JOSE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16590-1994"
1994-10-31,"Law","Ley 16589","EJERCITO NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16589-1994"
1994-10-31,"Law","Ley 16588","FUNCIONARIOS MILITARES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16588-1994"
1994-10-31,"Law","Ley 16587","DENOMINACION DE ESCUELA PUBLICA N° 258. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16587-1994"
1994-10-31,"Law","Ley 16586","DENOMINACION DE ESCUELA PUBLICA N° 23. ARTIGAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16586-1994"
1994-11-30,"Law","Ley 16629","FUNCIONARIOS MILITARES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16629-1994"
1994-11-30,"Law","Ley 16628","REGISTRO NACIONAL DE ORGANOS Y TEJIDOS. REGULASE SU SITUACION JURIDICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16628-1994"
1994-11-30,"Law","Ley 16627","CARGOS POLITICOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16627-1994"
1994-11-30,"Law","Ley 16626","CREACION DE LA COMISION HONORARIA PARA LA SALUD CARDIOVASCULAR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16626-1994"
1994-11-30,"Law","Ley 16625","ELECCIONES NACIONALES. NOVIEMBRE 1994","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16625-1994"
1994-11-30,"Law","Ley 16624","CREACION DEL FONDO NACIONAL DE MUSICA Y DE LA COMISION DEL FONDO NACIONAL
DE MUSICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16624-1994"
1994-11-30,"Law","Ley 16623","DECLARACION DE INTERES PUBLICO. EXPLOTACION DEL PUERTO DE LA PALOMA. AUTORIZACION DE PRORROGA DE SUBSIDIO POR DESEMPLEO ASTRA PESQUERIAS URUGUAYAS S.A.. CREACION DE LA COMISION PARA EL DESARROLLO DEL PUERTO DE
LA PALOMA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16623-1994"
1994-11-30,"Law","Ley 16622","PEQUEÑAS Y MEDIANAS EMPRESAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16622-1994"
1994-11-30,"Law","Ley 16621","FUNCIONARIOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16621-1994"
1994-11-30,"Law","Ley 16620","FUNCIONARIOS MILITARES - SEGURIDAD SOCIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16620-1994"
1994-11-30,"Law","Ley 16619","OTORGAMIENTO DE PENSION GRACIABLE. MARIA ANGELICA ORIBE MORA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16619-1994"
1994-12-31,"Law","Ley 16692","ARMADA NACIONAL. CAMPAÑA ANTARTICA 94/95","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16692-1994"
1994-12-31,"Law","Ley 16691","BIENES DEL ESTADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16691-1994"
1994-12-31,"Law","Ley 16690","POLITICA SOCIAL - VIVIENDAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16690-1994"
1994-12-31,"Law","Ley 16689","OTORGAMIENTO DE PENSION GRACIABLE. NATALIA CELESTINA PEREYRA FERNANDEZ
DE DOMENECH","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16689-1994"
1994-12-31,"Law","Ley 16688","MEDIO AMBIENTE - ECOLOGIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16688-1994"
1994-12-31,"Law","Ley 16687","SALUD PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16687-1994"
1994-12-31,"Law","Ley 16686","OTORGAMIENTO DE PENSION GRACIABLE. CAMILO URUEÑA GONZALEZ","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16686-1994"
1994-12-31,"Law","Ley 16685","ADMINISTRACION DE JUSTICIA - MENORES ABANDONADOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16685-1994"
1994-12-31,"Law","Ley 16684","INTERMEDIACION FINANCIERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16684-1994"
1994-12-31,"Law","Ley 16683","REGISTROS PUBLICOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16683-1994"
1994-12-31,"Law","Ley 16682","DENOMINACION DE ESCUELA PUBLICA N° 79. MALDONADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16682-1994"
1994-12-31,"Law","Ley 16681","DECLARACION DE MONUMENTO HISTORICO NACIONAL. CIUDAD DE MELO. CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16681-1994"
1994-12-31,"Law","Ley 16680","APROBACION DE ACUERDO INTERNACIONAL - SANIDAD ANIMAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16680-1994"
1994-12-31,"Law","Ley 16679","APROBACION DE ACUERDO INTERNACIONAL - MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16679-1994"
1994-12-31,"Law","Ley 16678","CONTRATOS DE TRABAJO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16678-1994"
1994-12-31,"Law","Ley 16677","AEROPUERTOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16677-1994"
1994-12-31,"Law","Ley 16676","DENOMINACION DE RUTAS NACIONALES. RUTA 64","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16676-1994"
1994-12-31,"Law","Ley 16675","DENOMINACION DE RUTAS NACIONALES. RUTA 86","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16675-1994"
1994-12-31,"Law","Ley 16674","OTORGAMIENTO DE BENEFICIOS A FUNCIONARIOS MILITARES NO ESTANDO 
COMPRENDIDOS EN CAUSALES DE RETIRO OBLIGATORIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16674-1994"
1994-12-31,"Law","Ley 16673","SEGURIDAD SOCIAL - PASIVIDADES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16673-1994"
1994-12-31,"Law","Ley 16672","DENOMINACION DE SALA DE PRIMEROS AUXILIOS. QUEBRACHO. PAYSANDU","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16672-1994"
1994-12-31,"Law","Ley 16671","APROBACION DE ACUERDO INTERNACIONAL - COMERCIO EXTERIOR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16671-1994"
1994-12-31,"Law","Ley 16670","CIUDAD CAPITAN JUAN ANTONIO ARTIGAS. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16670-1994"
1994-12-31,"Law","Ley 16669","VILLA MINAS DE CORRALES. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16669-1994"
1994-12-31,"Law","Ley 16668","CIUDAD DE VERGARA. TREINTA Y TRES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16668-1994"
1994-12-31,"Law","Ley 16667","CIUDAD DE TRANQUERAS. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16667-1994"
1994-12-31,"Law","Ley 16666","CIUDAD DE SAN GREGORIO DE POLANCO. TACUAREMBO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16666-1994"
1994-12-31,"Law","Ley 16665","DENOMINACION DE ESCUELA PUBLICA N° 122. CIUDAD DE SAN BAUTISTA. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16665-1994"
1994-12-31,"Law","Ley 16664","DENOMINACION DE ESCUELA PUBLICA N° 114. CIUDAD DE MELO (BARRIO SOÑORA). CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16664-1994"
1995-01-31,"Law","..","..","..",".."
1995-02-28,"Law","Ley 16694","IMPUESTO A LOS REMATES DE BIENES MUEBLES INMUEBLES Y SEMOVIENTES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16694-1995"
1995-02-28,"Law","Ley 16693","DEUDA PUBLICA - EJERCITO NACIONAL - FUERZA AEREA URUGUAYA - ARMADA
NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16693-1995"
1995-03-31,"Law","Ley 16696","CARTA ORGANICA DEL BANCO CENTRAL DEL URUGUAY","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16696-1995"
1995-03-31,"Law","Ley 16695","FUNCIONARIOS MILITARES. OPERACIONES DE PAZ. ANGOLA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16695-1995"
1995-04-30,"Law","Ley 16700","ARMADA NACIONAL. OPERACION ATLASUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16700-1995"
1995-04-30,"Law","Ley 16699","MODIFICACIONES AL CODIGO GENERAL DEL PROCESO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16699-1995"
1995-04-30,"Law","Ley 16698","COMISIONES PARLAMENTARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16698-1995"
1995-04-30,"Law","Ley 16697","LEY DE AJUSTE FISCAL. NUEVO REGIMEN FISCAL Y DE MEJORA DE LA COMPETITIVIDAD DEL SECTOR PRODUCTIVO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16697-1995"
1995-05-31,"Law","Ley 16701","DECLARACION DE FERIADO DEPARTAMENTAL. PUEBLO DE EMPALME OLMOS. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16701-1995"
1995-06-30,"Law","Ley 16706","OTORGAMIENTO DE PENSION GRACIABLE. MARIA ANTONIA SASTRE DE PALLEIRO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16706-1995"
1995-06-30,"Law","Ley 16705","OTORGAMIENTO DE PENSION GRACIABLE. JOSE FRANCISCO SACIA LUGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16705-1995"
1995-06-30,"Law","Ley 16704","OTORGAMIENTO DE PENSION GRACIABLE. GUZMAN MARTINEZ MIERES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16704-1995"
1995-06-30,"Law","Ley 16703","ARMADA NACIONAL. OPERACION TENDEREX I","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16703-1995"
1995-06-30,"Law","Ley 16702","DECLARACION DE FERIADO DEPARTAMENTAL. MELO. CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16702-1995"
1995-07-31,"Law","Ley 16709","EJERCITO NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16709-1995"
1995-07-31,"Law","Ley 16708","APROBACION DE ACUERDO INTERNACIONAL - COOPERACION A LA PEQUEÑA Y MEDIANA INDUSTRIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16708-1995"
1995-07-31,"Law","Ley 16707","LEY DE SEGURIDAD CIUDADANA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16707-1995"
1995-08-31,"Law","Ley 16711","EJERCITO NACIONAL - HONORES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16711-1995"
1995-08-31,"Law","Ley 16710","FUERZA AEREA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16710-1995"
1995-09-30,"Law","Ley 16715","INSTITUCIONES FINANCIERAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16715-1995"
1995-09-30,"Law","Ley 16714","FUNCIONARIOS MILITARES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16714-1995"
1995-09-30,"Law","Ley 16713","LEY DE LA SEGURIDAD SOCIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16713-1995"
1995-09-30,"Law","Ley 16712","APROBACION DE ACUERDO INTERNACIONAL - MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16712-1995"
1995-10-31,"Law","Ley 16722","DEUDA PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16722-1995"
1995-10-31,"Law","Ley 16721","CIUDAD DE TOLEDO. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16721-1995"
1995-10-31,"Law","Ley 16720","SANIDAD MILITAR. DIRECCION NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16720-1995"
1995-10-31,"Law","Ley 16719","MODIFICACIONES AL CODIGO CIVIL - MENORES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16719-1995"
1995-10-31,"Law","Ley 16718","ACUÑACION DE MONEDAS CONMEMORATIVAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16718-1995"
1995-10-31,"Law","Ley 16717","OTORGAMIENTO DE PENSION GRACIABLE. FERMINA GULARTE BAUTISTA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16717-1995"
1995-10-31,"Law","Ley 16716","ARMADA NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16716-1995"
1995-11-30,"Law","Ley 16729","ACUÑACION DE MONEDAS CONMEMORATIVAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16729-1995"
1995-11-30,"Law","Ley 16728","APROBACION DE ACUERDO INTERNACIONAL - ADMINISTRACION DE JUSTICIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16728-1995"
1995-11-30,"Law","Ley 16727","COMERCIALIZACION DE PRESERVATIVOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16727-1995"
1995-11-30,"Law","Ley 16726","DENOMINACION DE LICEO PUBLICO. VILLA CERRO CHATO. TREINTA Y TRES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16726-1995"
1995-11-30,"Law","Ley 16725","CIUDAD FLORENCIO SANCHEZ. COLONIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16725-1995"
1995-11-30,"Law","Ley 16724","APROBACION DE ACUERDO INTERNACIONAL - DERECHOS HUMANOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16724-1995"
1995-11-30,"Law","Ley 16723","RENDICION DE CUENTAS Y BALANCE DE EJECUCION PRESUPUESTAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16723-1995"
1995-12-31,"Law","Ley 16734","DECLARACION DE MONUMENTO HISTORICO NACIONAL. COLONIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16734-1995"
1995-12-31,"Law","Ley 16733","ARMADA NACIONAL. CAMPAÑA ANTARTICA 95/96","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16733-1995"
1995-12-31,"Law","Ley 16732","DENOMINACION DE ESCUELA PUBLICA N° 272. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16732-1995"
1995-12-31,"Law","Ley 16731","APROBACION DE ACUERDO INTERNACIONAL - MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16731-1995"
1995-12-31,"Law","Ley 16730","ARMADA NACIONAL. VIAJE DE FIN DE CURSOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16730-1995"
1996-01-31,"Law","Ley 16737","APROBACION DE LAS ENMIENDAS A LOS ARTS. 24 Y 25 DE LA CONSTITUCION DE LA ORGANIZACION MUNDIAL DE LA SALUD (OMS)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16737-1996"
1996-01-31,"Law","Ley 16736","PRESUPUESTO NACIONAL DE SUELDOS GASTOS E INVERSIONES. EJERCICIO 1995 1999","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16736-1996"
1996-01-31,"Law","Ley 16735","APROBACION DE ACUERDO INTERNACIONAL - DERECHOS HUMANOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16735-1996"
1996-02-29,"Law","..","..","..",".."
1996-03-31,"Law","Ley 16739","HIDROCARBUROS. IMPUESTO A LA CIRCULACION DE LOS VEHICULOS AUTOMOTORES TERRESTRES CUYO MOTOR UTILICE EL GASOIL COMO COMBUSTIBLE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16739-1996"
1996-03-31,"Law","Ley 16738","AUTORIZACION XVI VIAJE DE INSTRUCCION DEL CAPITAN MIRANDA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16738-1996"
1996-04-30,"Law","Ley 16741","BENEFICIO PARA RETIRO DE MILITARES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16741-1996"
1996-04-30,"Law","Ley 16740","APROBACION DEL CONVENIO CONSTITUTIVO DE LA ORGANIZACION LATINOAMERICANA DE DESARROLLO PESQUERO (OLDEPESCA)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16740-1996"
1996-05-31,"Law","Ley 16749","DEUDA PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16749-1996"
1996-05-31,"Law","Ley 16748","CONTRATACIONES DEL ESTADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16748-1996"
1996-05-31,"Law","Ley 16747","DECLARACION DE PLAGA NACIONAL. PIOJERA OVINA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16747-1996"
1996-05-31,"Law","Ley 16746","APROBACION DE LA CONVENCION DE LA ONU SOBRE PRESCRIPCION EN MATERIA DE COMPRAVENTA INTERNACIONAL DE MERCADERIAS. PROTOCOLO DE ENMIENDA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16746-1996"
1996-05-31,"Law","Ley 16745","DENOMINACION DE ESCUELA PUBLICA N° 33. PAYSANDU","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16745-1996"
1996-05-31,"Law","Ley 16744","APROBACION LA ENMIENDA DEL PROTOCOLO DE MONTREAL RELATIVO A LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16744-1996"
1996-05-31,"Law","Ley 16743","AUTORIZACION LA SALIDA DEL PAIS DEL ROU ""AUDAZ"" Y DEL ROU ""VALIENTE"". OPERACION AGUAS CLARAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16743-1996"
1996-05-31,"Law","Ley 16742","DECLARACION DEL DIA DE CARLOS GARDEL. 24 DE JUNIO DE CADA AÑO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16742-1996"
1996-06-30,"Law","Ley 16758","COMISIONES PARLAMENTARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/16758-1996"
