"Month","Type","Number","Title","Type2","URL"
2008-09-30,"Law","Ley 18351","FUERZA AEREA ARGENTINA. AUTORIZACION DE ENTRADA AL TERRITORIO NACIONAL DE UNA AERONAVE DE TRANSPORTE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18351-2008"
2008-09-30,"Law","Ley 18350","APROBACION DE ACUERDO INTERNACIONAL. TRAFICO ILICITO DE MIGRANTES. MERCOSUR. BOLIVIA. CHILE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18350-2008"
2008-09-30,"Law","Ley 18349","APROBACION DE ACUERDO INTERNACIONAL. TRAFICO ILICITO DE MIGRANTES. MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18349-2008"
2008-09-30,"Law","Ley 18348","PRORROGA DE SUBSIDIO POR DESEMPLEO. FIBRATEX S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18348-2008"
2008-09-30,"Law","Ley 18347","APROBACION PRIMER PROTOCOLO ADICIONAL AL ACUERDO DE COMPLEMENTACION ECONOMICA. MERCOSUR. PERU","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18347-2008"
2008-09-30,"Law","Ley 18346","OBLIGACION DEL USO DEL CINTURON DE SEGURIDAD EN EL TRANSPORTE ESCOLAR. LEY TRANSITO Y SEGURIDAD VIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18346-2008"
2008-09-30,"Law","Ley 18345","LICENCIAS ESPECIALES CON GOCE DE SUELDO PARA LOS TRABAJADORES DE LA ACTIVIDAD PRIVADA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18345-2008"
2008-09-30,"Law","Ley 18344","PRORROGA DE SUBSIDIO POR DESEMPLEO. FINDELUZ S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18344-2008"
2008-09-30,"Law","Ley 18343","AUTORIZACION A EFECTIVOS DEL EJERCITO A PARTICIPAR EN DESFILES DE LA SEMANA DE LA INDEPENDENCIA DE BRASIL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18343-2008"
2008-09-30,"Law","Ley 18342","AUTORIZACION A EFECTIVOS DEL EJERCITO A PARTICIPAR EN DESFILES DE LA SEMANA DE LA INDEPENDENCIA DE BRASIL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18342-2008"
2008-10-31,"Law","Ley 18410","DENOMINACION DE ESCUELA N° 139. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18410-2008"
2008-10-31,"Law","Ley 18409","DENOMINACION DE JARDIN DE INFANTES N° 88. TREINTA Y TRES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18409-2008"
2008-10-31,"Law","Ley 18408","DENOMINACION DE ESCUELA N° 61. LOCALIDAD DE AREVALO. CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18408-2008"
2008-10-31,"Law","Ley 18407","LEY DE COOPERATIVAS. REGULACION, CONSTITUCION, ORGANIZACION Y FUNCIONAMIENTO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18407-2008"
2008-10-31,"Law","Ley 18406","CREACION DEL INSTITUTO NACIONAL DE EMPLEO Y FORMACION PROFESIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18406-2008"
2008-10-31,"Law","Ley 18405","SEGURIDAD SOCIAL. REFORMA DEL REGIMEN DEL SERVICIO DE RETIROS Y PENSIONES POLICIALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18405-2008"
2008-10-31,"Law","Ley 18404","OTORGAMIENTO DE PENSION GRACIABLE. CARLOS ALBERTO MODERNELL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18404-2008"
2008-10-31,"Law","Ley 18403","OTORGAMIENTO DE PENSION GRACIABLE. SHEILA LINDSAY CARRO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18403-2008"
2008-10-31,"Law","Ley 18402","OTORGAMIENTO DE PENSION GRACIABLE. JULIO CESAR SOSA PEÑA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18402-2008"
2008-10-31,"Law","Ley 18401","CARTA ORGANICA DEL BANCO CENTRAL DEL URUGUAY. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18401-2008"
2008-10-31,"Law","Ley 18400","FOMENTO DE LAS COOPERATIVAS SOCIALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18400-2008"
2008-10-31,"Law","Ley 18399","MODIFICACION DEL DECRETO LEY Nº 15.180 DEL SEGURO POR DESEMPLEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18399-2008"
2008-10-31,"Law","Ley 18398","OTORGAMIENTO DE PENSION GRACIABLE. DINORAH AMENDOLA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18398-2008"
2008-10-31,"Law","Ley 18397","OTORGAMIENTO DE PENSION GRACIABLE. GUALBERTO JOSE ANTONIO RODRIGUEZ LARRETA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18397-2008"
2008-10-31,"Law","Ley 18396","MODIFICACION DEL REGIMEN DE LA CAJA DE JUBILACIONES Y PENSIONES BANCARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18396-2008"
2008-10-31,"Law","Ley 18395","MODIFICACIONES A LA LEY 16.713 DE SEGURIDAD SOCIAL. FLEXIBILIZACION DEL REGIMEN DE ACCESO A BENEFICIOS JUBILATORIOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18395-2008"
2008-10-31,"Law","Ley 18394","PATRIMONIO DEL ESTADO. TRASLACION DE DOMINIO DEL MGAP AL INSTITUTO NACIONAL DE COLONIZACION DE PADRONES EN AGUAS DULCES (ROCHA)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18394-2008"
2008-10-31,"Law","Ley 18393","FERIADO DEPARTAMENTAL. PUEBLO MIGUELETE. COLONIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18393-2008"
2008-10-31,"Law","Ley 18392","CONTRATACION DE MOZOS DE CORDEL. MODIFICACION DE LA LEY N° 18.392","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18392-2008"
2008-10-31,"Law","Ley 18391","PRORROGA DE SUBSIDIO POR DESEMPLEO. FIBRATEX S.A. NIRALAN S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18391-2008"
2008-10-31,"Law","Ley 18390","CREACION DE FISCALIAS LETRADAS NACIONALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18390-2008"
2008-10-31,"Law","Ley 18389","ESTACIONES METEOROLOGICAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18389-2008"
2008-10-31,"Law","Ley 18388","CORTE ELECTORAL. HORARIOS ESPECIALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18388-2008"
2008-10-31,"Law","Ley 18387","LEY DE PROCESO CONCURSAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18387-2008"
2008-10-31,"Law","Ley 18386","DENOMINACION DE ESCUELA TECNICA DE BELLA UNION. ARTIGAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18386-2008"
2008-10-31,"Law","Ley 18385","INSCRIPCION PREDIOS PERTENECIENTES A COLONIAS DEL INSTITUTO NACIONAL DE COLONIZACION. PRORROGA DE PLAZO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18385-2008"
2008-10-31,"Law","Ley 18384","APROBACION DEL ESTATUTO DEL ARTISTA Y OFICIOS CONEXOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18384-2008"
2008-10-31,"Law","Ley 18383","DELITO DE ATENTADO CONTRA LA REGULARIDAD DE LAS COMUNICACIONES TELEFONICAS TELEGRAFICAS E INALAMBRICAS. MODIFICACION DE CODIGO PENAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18383-2008"
2008-10-31,"Law","Ley 18382","APROBACION DEL ACUERDO MARCO PARA REASENTAMIENTO DE REFUGIADOS ENTRE LA
REPUBLICA ORIENTAL DEL URUGUAY Y EL ALTO COMISIONADO DE NACIONES UNIDAS
PARA LOS REFUGIADOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18382-2008"
2008-10-31,"Law","Ley 18381","LEY SOBRE EL DERECHO DE ACCESO A LA INFORMACION PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18381-2008"
2008-11-30,"Law","Ley 18425","AUTORIZACION EL INGRESO AL TERRITORIO NACIONAL DE AERONAVES NO BELICAS.
APROBACION DEL ACUERDO TECNICO QUE REGIRA EL EJERCICIO COMIBNADO ""RIO I""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18425-2008"
2008-11-30,"Law","Ley 18424","OTORGAMIENTO DE PENSION GRACIABLE. AMADO EDISON BORDON","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18424-2008"
2008-11-30,"Law","Ley 18423","AUTORIZACION PARA EL INGRESO A AGUAS JURISDICCIONALES Y TERRITORIO NACIONAL. EJERCICIO URUEX I 2008.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18423-2008"
2008-11-30,"Law","Ley 18422","APROBACION DEL CONVENIO DE PROTECCION Y RESTITUCION DE BIENES CULTURALES Y OTROS ESPECIFICOS ENTRE URUGUAY Y BOLIVIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18422-2008"
2008-11-30,"Law","Ley 18421","APROBACION ENMIENDAS AL ACUERDO CONSTITUTIVO DE INTELSAT","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18421-2008"
2008-11-30,"Law","Ley 18420","CONVENCION INTERNACIONAL PARA LA PROTECCION DE TODAS LAS PERSONAS CONTRA
LAS DESAPARICIONES FORZADAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18420-2008"
2008-11-30,"Law","Ley 18419","PRORROGA DE SUBSIDIO POR DESEMPLEO. ENTICOR S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18419-2008"
2008-11-30,"Law","Ley 18418","CONVENCION DE NACIONES UNIDAS SOBRE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18418-2008"
2008-11-30,"Law","Ley 18417","DENOMINACION DE ESCUELA PUBLICA N° 95. MALDONADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18417-2008"
2008-11-30,"Law","Ley 18416","DENOMINACION DE ESCUELA TECNICA DE COLON. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18416-2008"
2008-11-30,"Law","Ley 18415","DENOMINACION DE ESCUELA PUBLICA N° 161. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18415-2008"
2008-11-30,"Law","Ley 18414","DENOMINACION DE LICEO PUBLICO N° 3. TREINTA Y TRES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18414-2008"
2008-11-30,"Law","Ley 18413","DENOMINACION DE LICEO PUBLICO DE JOSE ENRIQUE RODO. SORIANO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18413-2008"
2008-11-30,"Law","Ley 18412","SEGURO OBLIGATORIO DE AUTOMOTORES (SOA) POR ACCIDENTES QUE CAUSEN DAÑOS A TERCEROS.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18412-2008"
2008-11-30,"Law","Ley 18411","LEY DE PROCESO CONCURSAL. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18411-2008"
2008-12-31,"Law","Ley 18456","REGULACION DEL EMPADRONAMIENTO DE VEHICULOS AUTOMOTORES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18456-2008"
2008-12-31,"Law","Ley 18455","INTERPRETACION DEL ARTICULO 267 DE LA LEY 18.172 RETRIBUCIONES DE LOS FUNCIONARIOS DE LA CORTE ELECTORAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18455-2008"
2008-12-31,"Law","Ley 18454","PRORROGA DE SUBSIDIO POR DESEMPLEO. RILOMAN S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18454-2008"
2008-12-31,"Law","Ley 18453","PRORROGA DE SUBSIDIO POR DESEMPLEO. DAROK S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18453-2008"
2008-12-31,"Law","Ley 18452","OTORGAMIENTO DE PENSION GRACIABLE. ANIBAL BARRIOS PINTOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18452-2008"
2008-12-31,"Law","Ley 18451","OTORGAMIENTO DE PENSION GRACIABLE. JUAN MARIA LUCIO MUNIZ","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18451-2008"
2008-12-31,"Law","Ley 18450","OTORGAMIENTO DE PENSION GRACIABLE. ALBERTO SALVADOR MARTINES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18450-2008"
2008-12-31,"Law","Ley 18449","INFRACCIONES AL CODIGO AERONAUTICO. MODIFICACION CUANTIA DE LAS MULTAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18449-2008"
2008-12-31,"Law","Ley 18448","DESAFECTACION DE BIEN INMUEBLE. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18448-2008"
2008-12-31,"Law","Ley 18447","APROBACION DEL PROTOCOLO DE INTENCIONES ENTRE URUGUAY Y BRASIL EN EL AREA
DE LA LUCHA CONTRA LA DISCRIMINACION Y PROMOCION DE LA IGUALDAD RACIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18447-2008"
2008-12-31,"Law","Ley 18446","CREACION INSTITUCION NACIONAL DE DERECHOS HUMANOS (INDDHH)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18446-2008"
2008-12-31,"Law","Ley 18445","APROBACION ACUERDO GENERAL DE COOPERACION ENTRE MOZAMBIQUE Y URUGUAY","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18445-2008"
2008-12-31,"Law","Ley 18444","OPERACION ANTARKOS XXV. AUTORIZACION SALIDA DEL ROU ""GENERAL ARTIGAS""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18444-2008"
2008-12-31,"Law","Ley 18443","AUTORIZACION DE LA PERMANENCIA DE FUNCIONARIOS MILITARES EN HAITI. PRORROGA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18443-2008"
2008-12-31,"Law","Ley 18442","LEY DE SOCIEDADES COMERCIALES. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18442-2008"
2008-12-31,"Law","Ley 18441","REGULACION DE LA JORNADA LABORAL Y EL REGIMEN DE DESCANSO DE LOS TRABAJADORES RURALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18441-2008"
2008-12-31,"Law","Ley 18440","ADECUACION DE LAS COOPERATIVAS DE PROFESIONALES DE LA SALUD A LA 
NORMATIVA VIGENTE PARA LAS COOPERATIVAS DE TRABAJO.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18440-2008"
2008-12-31,"Law","Ley 18439","CREACION DEL FONDO DE GARANTIA PARA LA REESTRUCTURACION DE PASIVOS DE LAS INSTITUCIONES DE ASISTENCIA MEDICA COLECTIVA. FONDO DE GARANTIA IAMC","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18439-2008"
2008-12-31,"Law","Ley 18438","REGIMEN DE RESIDENCIAS MEDICAS HOSPITALARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18438-2008"
2008-12-31,"Law","Ley 18437","LEY GENERAL DE EDUCACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18437-2008"
2008-12-31,"Law","Ley 18436","FUNCIONARIOS PUBLICOS. ACTIVIDAD PRIVADA. LICENCIA POR ADOPCION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18436-2008"
2008-12-31,"Law","Ley 18435","CREACION DEL ARCHIVO NACIONAL DE LA MEMORIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18435-2008"
2008-12-31,"Law","Ley 18434","FOMENTO DEL TURISMO SOCIAL. INMUEBLES DEL ESTADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18434-2008"
2008-12-31,"Law","Ley 18433","APROBACION ACUERDO PREFERENCIAL DE COMERCIO Y ANEXOS ENTRE EL 
MERCOSUR Y LA INDIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18433-2008"
2008-12-31,"Law","Ley 18432","APROBACION DEL ACUERDO MARCO SOBRE COMERCIO E INVERSION ENTRE URUGUAY Y ESTADOS UNIDOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18432-2008"
2008-12-31,"Law","Ley 18431","DENOMINACION DE RUTAS NACIONALES. TRAMO RUTA 5","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18431-2008"
2008-12-31,"Law","Ley 18430","DIA NACIONAL DEL PACIENTE CELIACO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18430-2008"
2008-12-31,"Law","Ley 18429","FUNCIONARIOS. PROVISION DE VACANTES EN LA CORTE ELECTORAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18429-2008"
2008-12-31,"Law","Ley 18428","REMISION DE ADEUDOS DE DERECHOS MINEROS A MINA VALENCIA S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18428-2008"
2008-12-31,"Law","Ley 18427","ANIVERSARIO DE LA FUNDACION DEL CONGLOMERADO URBANO DE NICO PEREZ Y JOSE BATLLE Y ORDOÑEZ","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18427-2008"
2008-12-31,"Law","Ley 18426","LEY SOBRE SALUD SEXUAL Y REPRODUCTIVA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18426-2008"
2009-01-31,"Law","Ley 18463","APORTES PATRONALES DE CONTRIBUYENTES RURALES. PRORROGA DE VENCIMIENTO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18463-2009"
2009-01-31,"Law","Ley 18462","REGULACION DE LA ESTRUCTURA Y FUNCIONAMIENTO DE LA INAVI","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18462-2009"
2009-01-31,"Law","Ley 18461","SOCIEDADES ANONIMAS. TITULARIDAD DE INMUEBLES RURALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18461-2009"
2009-01-31,"Law","Ley 18460","BIENES DEL ESTADO. TRANSFERENCIA DE DOMINIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18460-2009"
2009-01-31,"Law","Ley 18459","RESIDENCIAS MEDICAS HOSPITALARIAS. MODIFICACION CARGOS DE RESIDENTES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18459-2009"
2009-01-31,"Law","Ley 18458","LICENCIAS ESPECIALES CON GOCE DE SUELDO PARA LOS TRABAJADORES DE LA ACTIVIDAD PRIVADA. MODIFICACION LICENCIA POR ESTUDIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18458-2009"
2009-01-31,"Law","Ley 18457","TRANSFERENCIA DE BIEN INMUEBLE. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18457-2009"
2009-02-28,"Law","Ley 18467","LEY DE SEMILLAS. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18467-2009"
2009-02-28,"Law","Ley 18466","APROBACION ACUERDO SOBRE ABOLICION DE VISAS EN PASAPORTES DIPLOMATICOS Y OFICIALES ENTRE URUGUAY Y NAMIBIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18466-2009"
2009-02-28,"Law","Ley 18465","FIJACION DE MEDIDAS PARA REDUCIR LOS INDICES DE INFLACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18465-2009"
2009-02-28,"Law","Ley 18464","OTORGAMIENTO DE CREDITO FISCAL Y SUBSIDIO PARA LAS INSTITUCIONES DE ASISTENCIA MEDICA COLECTIVA Y EL FONDO NACIONAL DE RECURSOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18464-2009"
2009-03-31,"Law","Ley 18472","LEY DE ELECCIONES. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18472-2009"
2009-03-31,"Law","Ley 18471","LEY DE PROTECCION, BIENESTAR Y TENENCIA DE ANIMALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18471-2009"
2009-03-31,"Law","Ley 18470","APROBACION CONVENIO DE COOPERACION ECONOMICA Y TECNICA ENTRE URUGUAY Y CHINA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18470-2009"
2009-03-31,"Law","Ley 18469","AUTORIZACION XXVIII VIAJE DE INSTRUCCION DEL CAPITAN MIRANDA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18469-2009"
2009-03-31,"Law","Ley 18468","APROBACION CONVENIO COMPLEMENTARIO DE SEGURIDAD SOCIAL ENTRE ESPAÑA Y URUGUAY","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18468-2009"
2009-04-30,"Law","Ley 18484","CONMEMORACION DE LA INDEPENDENCIA DE LA REPUBLICA DEL PARAGUAY. AUTORIZACION SALIDA DE REPRESENTANTES DE LA ARMADA NACIONAL PARA LA PARTICIPACION EN EL EJERCICIO COMBINADO ""ACRUX IV""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18484-2009"
2009-04-30,"Law","Ley 18483","APROBACION ACUERDO SOBRE COOPERACION ANTARTICA ENTRE URUGUAY Y RUMANIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18483-2009"
2009-04-30,"Law","Ley 18482","APROBACION ACUERDO DE TRANSPORTE AEREO ENTRE URUGUAY Y VENEZUELA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18482-2009"
2009-04-30,"Law","Ley 18481","OTORGAMIENTO DE PENSION GRACIABLE. ALBERTO JULIO RESTUCCIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18481-2009"
2009-04-30,"Law","Ley 18480","CODIGO GENERAL DEL PROCESO. NOTIFICACIONES EN LA OFICINA DEL TRIBUNAL. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18480-2009"
2009-04-30,"Law","Ley 18479","DECLARACION FERIADO NO LABORABLE. CONMEMORACION 200 AÑOS DE LA FUNDACION.
FLORIDA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18479-2009"
2009-04-30,"Law","Ley 18478","DECLARACION FERIADO NO LABORABLE. 50 AÑOS DE LA EVACUACION DE PASO DE LOS TOROS A CONSECUENCIA DE LA INUNDACION DE 1959. TACUAREMBO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18478-2009"
2009-04-30,"Law","Ley 18477","DECLARACION FERIADO NO LABORABLE. 150 AÑOS DE LA FUNDACION DE FRAY BENTOS. RIO NEGRO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18477-2009"
2009-04-30,"Law","Ley 18476","DECLARACION DE INTERES GENERAL LA PARTICIPACION EQUITATIVA DE PERSONAS DE AMBOS SEXOS EN LA INTEGRACION DE LOS ORGANOS ELECTIVOS Y DIRECCION DE PARTIDOS POLITICOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18476-2009"
2009-04-30,"Law","Ley 18475","DENOMINACION DE ESCUELA Nº 33. DURAZNO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18475-2009"
2009-04-30,"Law","Ley 18474","DENOMINACION DE ESCUELA RURAL Nº 80. SALTO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18474-2009"
2009-04-30,"Law","Ley 18473","REGULACION DE VOLUNTAD ANTICIPADA EN TRATAMIENTOS Y PROCEDIMIENTOS MEDICOS QUE PROLONGUEN LA VIDA EN CASOS TERMINALES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18473-2009"
2009-05-31,"Law","Ley 18492","DENOMINACION DE ESCUELA PUBLICA N° 36. CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18492-2009"
2009-05-31,"Law","Ley 18491","SEGURO OBLIGATORIO DE AUTOMOTORES POR ACCIDENTES QUE CAUSEN DAÑOS A TERCEROS. PRORROGA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18491-2009"
2009-05-31,"Law","Ley 18490","REGIMEN DE CANCELACION DE CREDITOS DEL SECTOR AGROPECUARIO. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18490-2009"
2009-05-31,"Law","Ley 18489","OTORGAMIENTO BECAS DE TRABAJO A INTEGRANTES DE LA BOLSA DE TRABAJO DEL PATRONATO NACIONAL DE ENCARCELADOS Y LIBERADOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18489-2009"
2009-05-31,"Law","Ley 18488","APROBACION ADHESION DE URUGUAY AL PROTOCOLO COMUN RELATIVO A LA APLICACION
DE LA CONVENCION DE VIENA Y DEL CONVENIO DE PARIS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18488-2009"
2009-05-31,"Law","Ley 18487","PARTICIPACION EQUITATIVA DE PERSONAS DE AMBOS SEXOS EN LA INTEGRACION DE LOS ORGANOS ELECTIVOS Y DIRECCION DE PARTIDOS POLITICOS. SISTEMA DE SUPLENTES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18487-2009"
2009-05-31,"Law","Ley 18486","COLONIZACION DE TIERRAS. REGULACION. PRORROGA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18486-2009"
2009-05-31,"Law","Ley 18485","DECLARACION DE INTERES NACIONAL. LEY DE PARTIDOS POLITICOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18485-2009"
2009-06-30,"Law","Ley 18516","REGULACION DISTRIBUCION DEL TRABAJO DE PEONES PRACTICOS Y DE OBREROS NO ESPECIALIZADOS EN OBRAS DEL ESTADO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18516-2009"
2009-06-30,"Law","Ley 18515","LEY DE PRENSA. MODIFICACION. CODIGO PENAL. MODIFICACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18515-2009"
2009-06-30,"Law","Ley 18514","JUZGADOS ESPECIALIZADOS EN CRIMEN ORGANIZADO. PROCESOS INICIADOS CON ANTERIORIDAD A SU CREACION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18514-2009"
2009-06-30,"Law","Ley 18513","RETIRO INCENTIVADO DE FUNCIONARIOS DE LA CORTE ELECTORAL. INTERPRETACION ART. 268 DE LA LEY 18.172","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18513-2009"
2009-06-30,"Law","Ley 18512","OTORGAMIENTO DE PENSION GRACIABLE. JOSE PEDRO BARRAN MONTALDO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18512-2009"
2009-06-30,"Law","Ley 18511","OTORGAMIENTO DE PENSION GRACIABLE. NELLY TERESA ANDRADE FRANCOLINI","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18511-2009"
2009-06-30,"Law","Ley 18510","OTORGAMIENTO DE PENSION GRACIABLE. JOSE ERMAN MICHALOVICAITE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18510-2009"
2009-06-30,"Law","Ley 18509","APROBACION ACUERDO DE CREACION Y CONVENIO CONSTITUTIVO DEL CONSEJO
AGROPECUARIO DEL SUR (CAS)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18509-2009"
2009-06-30,"Law","Ley 18508","LEY DE NEGOCIACION COLECTIVA EN EL MARCO DE LAS RELACIONES LABORALES EN EL SECTOR PUBLICO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18508-2009"
2009-06-30,"Law","Ley 18507","DEFENSA AL CONSUMIDOR. PROCEDIMIENTO JUDICIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/18507-2009"
